"GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"G06000104377011","060014377011","22","7"
"G06000104377012","060014377012","22","7"
"G06000104377013","060014377013","22","7"
"G06000104377021","060014377021","12","5"
"G06000104377022","060014377022","12","5"
"G06000104377023","060014377023","13","5"
"G06000104378001","060014378001","8","3"
"G06000104378002","060014378002","10","4"
"G06000104378003","060014378003","8","3"
"G06000104379001","060014379001","11","4"
"G06000104379002","060014379002","11","4"
"G06000104380001","060014380001","8","3"
"G06000104380002","060014380002","9","4"
"G06000104381001","060014381001","3","2"
"G06000104381002","060014381002","7","3"
"G06000104381003","060014381003","8","3"
"G06000104381004","060014381004","8","3"
"G06000104381005","060014381005","8","3"
"G06000104381006","060014381006","11","4"
"G06000104382011","060014382011","11","4"
"G06000104382012","060014382012","59","10"
"G06000104382013","060014382013","12","5"
"G06000104382031","060014382031","12","5"
"G06000104382032","060014382032","11","4"
"G06000104382041","060014382041","32","8"
"G06000104382042","060014382042","31","8"
"G06000104382043","060014382043","32","8"
"G06000104383001","060014383001","10","4"
"G06000104383002","060014383002","11","4"
"G06000104383003","060014383003","13","5"
"G06000104384001","060014384001","10","4"
"G06000104384002","060014384002","41","9"
"G06000104401001","060014401001","11","4"
"G06000104402001","060014402001","10","4"
"G06000104402002","060014402002","7","3"
"G06000104402003","060014402003","8","3"
"G06000104402004","060014402004","9","4"
"G06000104403011","060014403011","6","3"
"G06000104403012","060014403012","6","3"
"G06000104403013","060014403013","4","2"
"G06000104403014","060014403014","6","3"
"G06000104403041","060014403041","9","4"
"G06000104403042","060014403042","5","2"
"G06000104403043","060014403043","5","2"
"G06000104403051","060014403051","4","2"
"G06000104403052","060014403052","4","2"
"G06000104403053","060014403053","4","2"
"G06000104403061","060014403061","9","4"
"G06000104403062","060014403062","9","4"
"G06000104403071","060014403071","73","10"
"G06000104403072","060014403072","8","3"
"G06000104403073","060014403073","4","2"
"G06000104403081","060014403081","4","2"
"G06000104403082","060014403082","7","3"
"G06000104403083","060014403083","6","3"
"G06000104403084","060014403084","6","3"
"G06000104403311","060014403311","4","2"
"G06000104403312","060014403312","8","3"
"G06000104403321","060014403321","3","2"
"G06000104403322","060014403322","2","1"
"G06000104403331","060014403331","3","2"
"G06000104403332","060014403332","7","3"
"G06000104403341","060014403341","5","2"
"G06000104403342","060014403342","5","2"
"G06000104403361","060014403361","15","6"
"G06000104403362","060014403362","5","2"
"G06000104403371","060014403371","2","1"
"G06000104403381","060014403381","5","2"
"G06000104403382","060014403382","5","2"
"G06000104403383","060014403383","5","2"
"G06000104411001","060014411001","3","2"
"G06000104411002","060014411002","3","2"
"G06000104412001","060014412001","3","2"
"G06000104412002","060014412002","3","2"
"G06000104412003","060014412003","3","2"
"G06000104412004","060014412004","3","2"
"G06000104412005","060014412005","3","2"
"G06000104413011","060014413011","3","2"
"G06000104413012","060014413012","2","1"
"G06000104413021","060014413021","2","1"
"G06000104413022","060014413022","2","1"
"G06000104413023","060014413023","2","1"
"G06000104413024","060014413024","2","1"
"G06000104414011","060014414011","3","2"
"G06000104414012","060014414012","3","2"
"G06000104414013","060014414013","3","2"
"G06000104414014","060014414014","3","2"
"G06000104414015","060014414015","4","2"
"G06000104414021","060014414021","2","1"
"G06000104414022","060014414022","3","2"
"G06000104414023","060014414023","2","1"
"G06000104415011","060014415011","2","1"
"G06000104415012","060014415012","3","2"
"G06000104415013","060014415013","4","2"
"G06000104415031","060014415031","PH","PH"
"G06000104415032","060014415032","2","1"
"G06000104415033","060014415033","2","1"
"G06000104415034","060014415034","2","1"
"G06000104415211","060014415211","2","1"
"G06000104415212","060014415212","2","1"
"G06000104415213","060014415213","3","2"
"G06000104415214","060014415214","55","10"
"G06000104415221","060014415221","2","1"
"G06000104415222","060014415222","5","2"
"G06000104415223","060014415223","5","2"
"G06000104415231","060014415231","9","4"
"G06000104415232","060014415232","7","3"
"G06000104415233","060014415233","3","2"
"G06000104415241","060014415241","2","1"
"G06000104415242","060014415242","2","1"
"G06000104415251","060014415251","5","2"
"G06000104415252","060014415252","PH","PH"
"G06000104415253","060014415253","5","2"
"G06000104416011","060014416011","4","2"
"G06000104416012","060014416012","4","2"
"G06000104416013","060014416013","4","2"
"G06000104416021","060014416021","3","2"
"G06000104416022","060014416022","6","3"
"G06000104416023","060014416023","5","2"
"G06000104417011","060014417011","2","1"
"G06000104417012","060014417012","5","2"
"G06000104417021","060014417021","7","3"
"G06000104417022","060014417022","10","4"
"G06000104418001","060014418001","4","2"
"G06000104418002","060014418002","4","2"
"G06000104418003","060014418003","3","2"
"G06000104418004","060014418004","3","2"
"G06000104419211","060014419211","5","2"
"G06000104419212","060014419212","6","3"
"G06000104419231","060014419231","6","3"
"G06000104419232","060014419232","7","3"
"G06000104419233","060014419233","6","3"
"G06000104419234","060014419234","6","3"
"G06000104419241","060014419241","4","2"
"G06000104419242","060014419242","5","2"
"G06000104419243","060014419243","3","2"
"G06000104419244","060014419244","PH","PH"
"G06000104419245","060014419245","4","2"
"G06000104419261","060014419261","7","3"
"G06000104419262","060014419262","6","3"
"G06000104419271","060014419271","9","4"
"G06000104419272","060014419272","5","2"
"G06000104419281","060014419281","3","2"
"G06000104419282","060014419282","7","3"
"G06000104419291","060014419291","9","4"
"G06000104419292","060014419292","8","3"
"G06000104420001","060014420001","1","1"
"G06000104420002","060014420002","1","1"
"G06000104421001","060014421001","1","1"
"G06000104421002","060014421002","1","1"
"G06000104421003","060014421003","2","1"
"G06000104422001","060014422001","1","1"
"G06000104422002","060014422002","1","1"
"G06000104422003","060014422003","1","1"
"G06000104422004","060014422004","1","1"
"G06000104423011","060014423011","2","1"
"G06000104423012","060014423012","3","2"
"G06000104423013","060014423013","4","2"
"G06000104423021","060014423021","12","5"
"G06000104423022","060014423022","4","2"
"G06000104423023","060014423023","5","2"
"G06000104424001","060014424001","5","2"
"G06000104424002","060014424002","4","2"
"G06000104424003","060014424003","4","2"
"G06000104424004","060014424004","5","2"
"G06000104425011","060014425011","5","2"
"G06000104425012","060014425012","5","2"
"G06000104425021","060014425021","5","2"
"G06000104425022","060014425022","5","2"
"G06000104426011","060014426011","3","2"
"G06000104426012","060014426012","3","2"
"G06000104426021","060014426021","3","2"
"G06000104426022","060014426022","3","2"
"G06000104426023","060014426023","3","2"
"G06000104427001","060014427001","3","2"
"G06000104427002","060014427002","3","2"
"G06000104427003","060014427003","3","2"
"G06000104428001","060014428001","5","2"
"G06000104429001","060014429001","4","2"
"G06000104429002","060014429002","3","2"
"G06000104429003","060014429003","5","2"
"G06000104429004","060014429004","4","2"
"G06000104430011","060014430011","4","2"
"G06000104430012","060014430012","5","2"
"G06000104430021","060014430021","51","10"
"G06000104430022","060014430022","3","2"
"G06000104430023","060014430023","3","2"
"G06000104431021","060014431021","1","1"
"G06000104431022","060014431022","2","1"
"G06000104431023","060014431023","1","1"
"G06000104431024","060014431024","2","1"
"G06000104431031","060014431031","1","1"
"G06000104431032","060014431032","1","1"
"G06000104431033","060014431033","1","1"
"G06000104431041","060014431041","1","1"
"G06000104431042","060014431042","2","1"
"G06000104431043","060014431043","1","1"
"G06000104431044","060014431044","1","1"
"G06000104431051","060014431051","1","1"
"G06000104431052","060014431052","1","1"
"G06000104432001","060014432001","1","1"
"G06000104432002","060014432002","1","1"
"G06000104433011","060014433011","2","1"
"G06000104433012","060014433012","1","1"
"G06000104433013","060014433013","2","1"
"G06000104433211","060014433211","8","3"
"G06000104433212","060014433212","3","2"
"G06000104433221","060014433221","2","1"
"G06000104433222","060014433222","2","1"
"G06000104441001","060014441001","4","2"
"G06000104441002","060014441002","4","2"
"G06000104441003","060014441003","4","2"
"G06000104441004","060014441004","4","2"
"G06000104442001","060014442001","5","2"
"G06000104442002","060014442002","6","3"
"G06000104442003","060014442003","6","3"
"G06000104443011","060014443011","4","2"
"G06000104443012","060014443012","3","2"
"G06000104443031","060014443031","PH","PH"
"G06000104443041","060014443041","7","3"
"G06000104443042","060014443042","3","2"
"G06000104444001","060014444001","7","3"
"G06000104444002","060014444002","9","4"
"G06000104444003","060014444003","9","4"
"G06000104445001","060014445001","6","3"
"G06000104445002","060014445002","5","2"
"G06000104445003","060014445003","5","2"
"G06000104445004","060014445004","6","3"
"G06000104446011","060014446011","4","2"
"G06000104446012","060014446012","4","2"
"G06000104446021","060014446021","8","3"
"G06000104446022","060014446022","7","3"
"G06000104501011","060014501011","7","3"
"G06000104501012","060014501012","4","2"
"G06000104501021","060014501021","3","2"
"G06000104501022","060014501022","3","2"
"G06000104502001","060014502001","2","1"
"G06000104502002","060014502002","7","3"
"G06000104502003","060014502003","13","5"
"G06000104503001","060014503001","6","3"
"G06000104503002","060014503002","7","3"
"G06000104503003","060014503003","5","2"
"G06000104504001","060014504001","5","2"
"G06000104504002","060014504002","7","3"
"G06000104504003","060014504003","5","2"
"G06000104504004","060014504004","4","2"
"G06000104505011","060014505011","3","2"
"G06000104505012","060014505012","6","3"
"G06000104505021","060014505021","3","2"
"G06000104505022","060014505022","2","1"
"G06000104506011","060014506011","3","2"
"G06000104506012","060014506012","2","1"
"G06000104506013","060014506013","1","1"
"G06000104506031","060014506031","3","2"
"G06000104506032","060014506032","3","2"
"G06000104506033","060014506033","3","2"
"G06000104506034","060014506034","3","2"
"G06000104506041","060014506041","2","1"
"G06000104506042","060014506042","3","2"
"G06000104506043","060014506043","2","1"
"G06000104506044","060014506044","2","1"
"G06000104506051","060014506051","2","1"
"G06000104506052","060014506052","2","1"
"G06000104506053","060014506053","4","2"
"G06000104506061","060014506061","2","1"
"G06000104506062","060014506062","2","1"
"G06000104506063","060014506063","2","1"
"G06000104506071","060014506071","2","1"
"G06000104506072","060014506072","2","1"
"G06000104506073","060014506073","2","1"
"G06000104506081","060014506081","1","1"
"G06000104506082","060014506082","1","1"
"G06000104506083","060014506083","2","1"
"G06000104506091","060014506091","3","2"
"G06000104506092","060014506092","3","2"
"G06000104506093","060014506093","3","2"
"G06000104507011","060014507011","1","1"
"G06000104507012","060014507012","3","2"
"G06000104507013","060014507013","1","1"
"G06000104507014","060014507014","1","1"
"G06000104507015","060014507015","1","1"
"G06000104507411","060014507411","5","2"
"G06000104507412","060014507412","2","1"
"G06000104507413","060014507413","2","1"
"G06000104507421","060014507421","6","3"
"G06000104507422","060014507422","2","1"
"G06000104507423","060014507423","8","3"
"G06000104507431","060014507431","4","2"
"G06000104507432","060014507432","5","2"
"G06000104507433","060014507433","4","2"
"G06000104507434","060014507434","5","2"
"G06000104507441","060014507441","3","2"
"G06000104507442","060014507442","2","1"
"G06000104507451","060014507451","2","1"
"G06000104507452","060014507452","3","2"
"G06000104507453","060014507453","4","2"
"G06000104507461","060014507461","3","2"
"G06000104507462","060014507462","3","2"
"G06000104507501","060014507501","9","4"
"G06000104507502","060014507502","4","2"
"G06000104507511","060014507511","2","1"
"G06000104507512","060014507512","2","1"
"G06000104507521","060014507521","2","1"
"G06000104507522","060014507522","1","1"
"G06000104511021","060014511021","2","1"
"G06000104511022","060014511022","1","1"
"G06000104511023","060014511023","1","1"
"G06000104511031","060014511031","PH","PH"
"G06000104511032","060014511032","1","1"
"G06000104511041","060014511041","4","2"
"G06000104511042","060014511042","5","2"
"G06000104511043","060014511043","4","2"
"G06000104512011","060014512011","12","5"
"G06000104512012","060014512012","7","3"
"G06000104512013","060014512013","11","4"
"G06000104512014","060014512014","5","2"
"G06000104512021","060014512021","6","3"
"G06000104512022","060014512022","7","3"
"G06000104512023","060014512023","7","3"
